source,component,file,non_theme_colors_before,non_theme_colors_remaining,status,colors_found_before,remaining_colors,categories_before
insights-ui,Button,insights-ui/src/components/home-page/Button.tsx,26,10,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,hover:bg-gray-500; focus-visible:outline-gray-700; bg-indigo-600; hover:bg-indigo-500; focus-visible:outline-indigo-600; active:bg-indigo-700; disabled:hover:bg-indigo-600; text-indigo-600; hover:text-indigo-700; hover:bg-indigo-50; active:bg-indigo-100; active:text-indigo-700/80; hover:border-gray-500; focus-visible:outline-gray-500; border-indigo-400; text-indigo-400; hover:border-indigo-300; hover:bg-indigo-500/10; focus-visible:outline-indigo-400; active:text-indigo-300/80; disabled:hover:border-indigo-400; text-white; active:text-white/80; bg-white; focus-visible:outline-white; disabled:hover:bg-white,focus-visible:outline-gray-700; hover:bg-indigo-50; active:bg-indigo-100; active:text-indigo-700/80; focus-visible:outline-gray-500; hover:bg-indigo-500/10; focus-visible:outline-indigo-400; active:text-indigo-300/80; active:text-white/80; focus-visible:outline-white,structural-gray; brand-indigo; white-black
insights-ui,AddEditPortfolioProfileModal,insights-ui/src/components/portfolios/AddEditPortfolioProfileModal.tsx,26,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,border-gray-700 x6; bg-gray-800 x5; text-white x5; focus:ring-blue-500 x3; placeholder-gray-500; text-blue-600; border-gray-300; text-gray-900; text-gray-500; text-red-400; hover:text-red-300,text-red-400; hover:text-red-300,structural-gray; white-black; status-info; status-danger
insights-ui,EditStockDetailsModal,insights-ui/src/app/stocks/[exchange]/[ticker]/EditStockDetailsModal.tsx,25,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,dark:text-gray-300 x4; text-gray-400 x4; border-gray-300 x2; dark:border-gray-600 x2; focus:ring-blue-500 x2; dark:focus:ring-blue-400 x2; dark:text-gray-100 x2; placeholder-gray-500 x2; dark:placeholder-gray-400 x2; text-red-400; text-yellow-400; border-gray-700,text-red-400; text-yellow-400,structural-gray; status-info; status-danger; status-warning
insights-ui,[ticker]/page,insights-ui/src/app/stocks/[exchange]/[ticker]/page.tsx,25,22,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,hex:#3b82f6 x3; bg-sky-500/15 x2; text-sky-300 x2; border-sky-500/40 x2; text-white x2; bg-emerald-500/15; text-emerald-300; border-emerald-500/40; bg-amber-500/15; text-amber-300; border-amber-500/40; bg-red-500/15; text-red-300; border-red-500/40; bg-gray-500/15; border-gray-500/40; bg-indigo-500/15; border-indigo-500/40; text-indigo-300,hex:#3b82f6 x3; bg-sky-500/15 x2; text-sky-300 x2; border-sky-500/40 x2; bg-emerald-500/15; text-emerald-300; border-emerald-500/40; bg-amber-500/15; text-amber-300; border-amber-500/40; bg-red-500/15; text-red-300; border-red-500/40; bg-gray-500/15; border-gray-500/40; bg-indigo-500/15; border-indigo-500/40,hex-literal; status-info; white-black; status-success; status-warning; status-danger; structural-gray; brand-indigo
insights-ui,AddSlideModal,insights-ui/src/components/presentations/AddSlideModal.tsx,25,7,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,dark:bg-gray-800 x7; dark:border-gray-600 x7; text-gray-500 x3; text-red-500; hover:bg-red-100; dark:hover:bg-red-900; text-blue-500; bg-red-100; dark:bg-red-900; text-red-700; dark:text-red-200,text-red-500; hover:bg-red-100; dark:hover:bg-red-900; bg-red-100; dark:bg-red-900; text-red-700; dark:text-red-200,structural-gray; status-danger; status-info
insights-ui,SlideRow,insights-ui/src/components/presentations/SlideRow.tsx,25,10,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-gray-50 x5; dark:bg-gray-800 x5; text-gray-500 x4; dark:border-gray-700; bg-red-100; dark:bg-red-900; text-red-700; dark:text-red-200; bg-blue-100; text-blue-800; dark:bg-blue-900; dark:text-blue-200; text-yellow-600; dark:text-yellow-400,bg-red-100; dark:bg-red-900; text-red-700; dark:text-red-200; bg-blue-100; text-blue-800; dark:bg-blue-900; dark:text-blue-200; text-yellow-600; dark:text-yellow-400,structural-gray; status-danger; status-info; status-warning
insights-ui,stock-scenarios/page,insights-ui/src/app/admin-v1/stock-scenarios/page.tsx,24,0,fully migrated to theme tokens,text-gray-300 x4; text-gray-400 x4; border-gray-700/50 x3; bg-gray-900/40 x2; text-white x2; bg-gray-800; border-gray-700/60; border-indigo-400; text-indigo-300; bg-gray-800/60; hover:bg-gray-800/40; hover:text-indigo-300; bg-[#111827]; border-[#374151],,structural-gray; white-black; brand-indigo; arbitrary-hex
insights-ui,GenerateAllSections,insights-ui/src/app/industry-tariff-report/[industryId]/generate-all/GenerateAllSections.tsx,24,24,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-green-500 x3; text-blue-800 x2; border-white x2; border-blue-100; bg-red-50; border-red-200; text-red-800; text-red-600; bg-red-600; hover:bg-red-700; bg-blue-50; border-blue-200; border-blue-500; bg-yellow-50; border-yellow-200; bg-green-50; border-green-200; text-green-800; text-green-700; text-white,bg-green-500 x3; text-blue-800 x2; border-white x2; border-blue-100; bg-red-50; border-red-200; text-red-800; text-red-600; bg-red-600; hover:bg-red-700; bg-blue-50; border-blue-200; border-blue-500; bg-yellow-50; border-yellow-200; bg-green-50; border-green-200; text-green-800; text-green-700; text-white,status-success; status-info; white-black; status-danger; status-warning
insights-ui,ScenarioOutlookBadge,insights-ui/src/components/ui/ScenarioOutlookBadge.tsx,24,23,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-red-500/15; text-red-300; border-red-500/40; bg-amber-500/15; text-amber-300; border-amber-500/40; bg-emerald-500/15; text-emerald-300; border-emerald-500/40; bg-sky-500/15; text-sky-300; border-sky-500/40; bg-fuchsia-500/15; text-fuchsia-300; border-fuchsia-500/40; bg-indigo-500/15; text-indigo-300; border-indigo-500/40; bg-yellow-500/15; text-yellow-300; border-yellow-500/40; bg-gray-500/15; text-gray-300; border-gray-500/40,bg-red-500/15; text-red-300; border-red-500/40; bg-amber-500/15; text-amber-300; border-amber-500/40; bg-emerald-500/15; text-emerald-300; border-emerald-500/40; bg-sky-500/15; text-sky-300; border-sky-500/40; bg-fuchsia-500/15; text-fuchsia-300; border-fuchsia-500/40; bg-indigo-500/15; text-indigo-300; border-indigo-500/40; bg-yellow-500/15; text-yellow-300; border-yellow-500/40; bg-gray-500/15; border-gray-500/40,status-danger; status-warning; status-success; status-info; accent-other; brand-indigo; structural-gray
insights-ui,IndustryTree,insights-ui/src/app/admin-v1/industry-management/IndustryTree.tsx,23,6,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-400 x3; text-gray-100 x2; border-amber-500/30 x2; bg-amber-500/10 x2; text-amber-300 x2; text-gray-500 x2; bg-indigo-600; divide-gray-800; bg-gray-500/20; hover:bg-gray-500/30; bg-gray-900/20; hover:bg-gray-900/30; text-indigo-400; hover:text-gray-100; text-indigo-300; text-white,border-amber-500/30 x2; bg-amber-500/10 x2; text-amber-300 x2,structural-gray; status-warning; brand-indigo; white-black
insights-ui,BenefitsSection,insights-ui/src/components/genai-simulation/BenefitsSection.tsx,23,7,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-indigo-400 x3; text-gray-300 x3; text-white x3; border-gray-700 x2; bg-gray-800/30 x2; hover:bg-gray-800/50 x2; from-gray-800; to-gray-900; from-indigo-500; to-purple-500; from-green-500; to-emerald-500; text-green-400; text-gray-200,from-gray-800; to-gray-900; from-indigo-500; to-purple-500; from-green-500; to-emerald-500; text-green-400,brand-indigo; structural-gray; white-black; accent-other; status-success
insights-ui,invalidate-cache/page,insights-ui/src/app/admin-v1/invalidate-cache/page.tsx,22,10,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-300 x4; text-gray-200 x2; border-emerald-700/40; bg-emerald-900/30; text-emerald-200; border-amber-700/40; bg-amber-900/30; text-amber-200; border-red-700/40; bg-red-900/30; text-red-200; bg-gray-800; border-gray-700/60; border-gray-700/50; bg-gray-900/40; text-amber-300; text-gray-400; text-white,border-emerald-700/40; bg-emerald-900/30; text-emerald-200; border-amber-700/40; bg-amber-900/30; text-amber-200; border-red-700/40; bg-red-900/30; text-red-200; text-amber-300,structural-gray; status-success; status-warning; status-danger; white-black
insights-ui,UpsertStockScenarioModal,insights-ui/src/app/admin-v1/stock-scenarios/UpsertStockScenarioModal.tsx,22,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-300 x6; text-white x5; bg-[#111827] x5; border-[#374151] x5; text-red-500,text-red-500,structural-gray; white-black; arbitrary-hex; status-danger
insights-ui,DemoSection,insights-ui/src/components/genai-simulation/DemoSection.tsx,22,17,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,border-gray-700 x3; from-gray-800 x3; to-gray-900 x3; ring-white/10 x3; from-gray-900; to-gray-800; text-indigo-400; text-gray-300; from-indigo-500/10; to-purple-500/10; from-green-500/10; to-emerald-500/10; from-indigo-500/5; to-purple-500/5,from-gray-800 x3; to-gray-900 x3; ring-white/10 x3; from-gray-900; to-gray-800; from-indigo-500/10; to-purple-500/10; from-green-500/10; to-emerald-500/10; from-indigo-500/5; to-purple-500/5,structural-gray; white-black; brand-indigo; accent-other; status-success
insights-ui,analysis-templates/page,insights-ui/src/app/admin-v1/analysis-templates/page.tsx,21,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-400 x5; text-white x5; text-blue-500; bg-gray-900; border-gray-800; hover:border-blue-500; group-hover:text-blue-400; text-gray-300; border-gray-700; text-blue-400; group-hover:text-blue-300; bg-gray-800; text-gray-600,hover:border-blue-500,structural-gray; white-black; status-info
insights-ui,MobileStockActionsMenu,insights-ui/src/app/stocks/[exchange]/[ticker]/MobileStockActionsMenu.tsx,21,11,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-gray-700 x2; hover:bg-gray-600 x2; border-gray-600 x2; text-white x2; bg-blue-700; hover:bg-blue-600; border-blue-600; text-red-400; bg-green-700; hover:bg-green-600; border-green-600; text-green-300; text-black; from-[#F59E0B]; to-[#FBBF24]; hover:from-[#F97316]; hover:to-[#F59E0B],text-red-400; bg-green-700; hover:bg-green-600; border-green-600; text-green-300; from-amber-500; to-amber-400; hover:from-orange-500; hover:to-amber-500; text-white; text-black,structural-gray; white-black; status-info; status-danger; status-success; arbitrary-hex
insights-ui,management-team/page,insights-ui/src/app/stocks/[exchange]/[ticker]/management-team/page.tsx,21,20,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-sky-500/15 x2; text-sky-300 x2; border-sky-500/40 x2; bg-amber-500/15 x2; text-amber-300 x2; border-amber-500/40 x2; bg-emerald-500/15; text-emerald-300; border-emerald-500/40; bg-red-500/15; text-red-300; border-red-500/40; bg-gray-500/15; text-gray-300; border-gray-500/40,bg-sky-500/15 x2; text-sky-300 x2; border-sky-500/40 x2; bg-amber-500/15 x2; text-amber-300 x2; border-amber-500/40 x2; bg-emerald-500/15; text-emerald-300; border-emerald-500/40; bg-red-500/15; text-red-300; border-red-500/40; bg-gray-500/15; border-gray-500/40,status-info; status-warning; status-success; status-danger; structural-gray
insights-ui,FiltersButton,insights-ui/src/components/stocks/filters/FiltersButton.tsx,21,11,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,focus:ring-[#4F46E5] x4; border-[#6B7280] x4; text-black x2; from-[#F59E0B] x2; to-[#FBBF24] x2; hover:from-[#F97316] x2; hover:to-[#F59E0B] x2; text-[#4F46E5] x2; bg-blue-500,from-amber-500 x2; to-amber-400 x2; hover:from-orange-500 x2; hover:to-amber-500 x2; text-black x2; bg-blue-500,arbitrary-hex; white-black; status-info
insights-ui,etf-scenarios/page,insights-ui/src/app/admin-v1/etf-scenarios/page.tsx,20,0,fully migrated to theme tokens,text-gray-400 x4; border-gray-700/50 x3; text-gray-300 x2; bg-gray-900/40 x2; text-white x2; bg-gray-800; border-gray-700/60; border-indigo-400; text-indigo-300; bg-gray-800/60; hover:bg-gray-800/40; hover:text-indigo-300,,structural-gray; white-black; brand-indigo
insights-ui,StockSubPageActions,insights-ui/src/app/stocks/[exchange]/[ticker]/StockSubPageActions.tsx,20,12,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-white x4; bg-blue-700 x2; hover:bg-blue-600 x2; border-blue-600 x2; text-red-400 x2; bg-green-700 x2; hover:bg-green-600 x2; border-green-600 x2; text-green-300 x2,text-red-400 x2; bg-green-700 x2; hover:bg-green-600 x2; border-green-600 x2; text-green-300 x2; text-white x2,white-black; status-info; status-danger; status-success
insights-ui,FAQSection,insights-ui/src/components/genai-simulation/FAQSection.tsx,20,6,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-indigo-400 x2; text-gray-300 x2; border-gray-700 x2; from-gray-800; to-gray-900; bg-gray-800/30; hover:bg-gray-800/50; focus:ring-indigo-500; focus:ring-offset-gray-800; group-hover:text-indigo-300; text-gray-400; group-hover:text-indigo-400; bg-indigo-500/10; border-indigo-500/30; bg-indigo-400; text-indigo-300; text-white,from-gray-800; to-gray-900; focus:ring-offset-gray-800; bg-indigo-500/10; border-indigo-500/30; bg-indigo-400,brand-indigo; structural-gray; white-black
insights-ui,SlideContentModal,insights-ui/src/components/presentations/SlideContentModal.tsx,20,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,dark:bg-gray-800 x7; dark:border-gray-600 x7; text-gray-500 x3; text-red-500; hover:bg-red-100; text-blue-500,text-red-500; hover:bg-red-100,structural-gray; status-danger; status-info
insights-ui,ReportGenerator,insights-ui/src/components/public-equitiesv1/ReportGenerator.tsx,20,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-300 x3; text-gray-400 x3; bg-gray-800 x3; text-white x2; divide-gray-200; bg-gray-700; divide-gray-700; text-blue-600; focus:ring-blue-500; border-gray-300; bg-green-500; bg-yellow-500; bg-gray-300,bg-green-500; bg-yellow-500,structural-gray; white-black; status-info; status-success; status-warning
insights-ui,StockScenarioDetailView,insights-ui/src/components/stock-scenarios/StockScenarioDetailView.tsx,20,6,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-300 x2; border-gray-700 x2; text-gray-400 x2; text-black x2; text-white x2; from-[#F59E0B] x2; to-[#FBBF24] x2; bg-gray-800; text-gray-500; bg-gray-900; text-[#E5E7EB]; bg-[#111827]; border-[#374151],from-amber-500 x2; to-amber-400 x2; text-black x2,structural-gray; white-black; arbitrary-hex
insights-ui,TickerSelectionPage,insights-ui/src/app/admin-v1/TickerSelectionPage.tsx,19,6,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-300 x3; bg-gray-800 x2; text-red-400 x2; text-yellow-400 x2; text-green-400 x2; text-blue-400 x2; text-gray-400 x2; text-white x2; text-gray-500; dark:text-gray-400,text-red-400 x2; text-yellow-400 x2; text-green-400 x2,structural-gray; status-danger; status-warning; status-success; status-info; white-black
insights-ui,AnalysisFactorsTable,insights-ui/src/components/analysis-factors/AnalysisFactorsTable.tsx,19,11,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,hex:#ddd x6; border-gray-200 x4; border-gray-300 x2; text-red-500; bg-red-100; border-red-400; text-gray-600; hover:bg-gray-50; hex:#272641; hex:#1e202d,hex:#ddd x6; text-red-500; bg-red-100; border-red-400; hex:#272641; hex:#1e202d,hex-literal; structural-gray; status-danger
insights-ui,MissingFactorAnalysisTable,insights-ui/src/components/analysis-factors/MissingFactorAnalysisTable.tsx,19,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-300 x7; bg-gray-800 x3; text-gray-400 x3; bg-gray-700 x2; divide-gray-200; divide-gray-700; text-red-500; border-red-500,text-red-500; border-red-500,structural-gray; status-danger
insights-ui,KoalagainsOfferings,insights-ui/src/components/home-page/KoalagainsOfferings.tsx,19,9,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-white x3; from-emerald-500; to-teal-600; from-blue-500; to-cyan-600; from-indigo-300; to-violet-500; hover:border-indigo-500/50; group-hover:text-indigo-400; text-indigo-400; group-hover:text-indigo-300; bg-indigo-600; hover:bg-indigo-500; border-indigo-600; text-indigo-300; hover:bg-indigo-600; hover:text-white,from-emerald-500; to-teal-600; from-blue-500; to-cyan-600; from-indigo-300; to-violet-500; hover:border-indigo-500/50; border-indigo-600; text-white,white-black; status-success; status-info; brand-indigo; accent-other
insights-ui,[presentationId]/page,insights-ui/src/app/generate-ppt/[presentationId]/page.tsx,17,7,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-600 x3; dark:text-gray-400 x3; bg-red-100; dark:bg-red-900; text-red-700; dark:text-red-200; border-blue-500; bg-gray-50; dark:bg-gray-800; text-blue-500; text-gray-400; text-yellow-600; dark:text-yellow-400,bg-red-100; dark:bg-red-900; text-red-700; dark:text-red-200; border-blue-500; text-yellow-600; dark:text-yellow-400,structural-gray; status-danger; status-info; status-warning
insights-ui,ServiceNavigation,insights-ui/src/components/home-page/ServiceNavigation.tsx,17,13,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,from-emerald-500; to-teal-600; from-blue-500; to-cyan-600; from-indigo-500; to-violet-600; from-green-500; to-emerald-600; from-red-500; to-rose-600; from-purple-500; to-indigo-600; hover:border-indigo-500/50; group-hover:text-indigo-400; text-indigo-400; group-hover:text-indigo-300; text-white,from-emerald-500; to-teal-600; from-blue-500; to-cyan-600; from-indigo-500; to-violet-600; from-green-500; to-emerald-600; from-red-500; to-rose-600; from-purple-500; to-indigo-600; hover:border-indigo-500/50,status-success; status-info; brand-indigo; accent-other; status-danger; white-black
insights-ui,AddEditPortfolioTickerModal,insights-ui/src/components/portfolios/AddEditPortfolioTickerModal.tsx,17,0,fully migrated to theme tokens,bg-gray-900 x5; border-gray-700 x2; text-gray-400 x2; text-blue-400 x2; hover:text-blue-300 x2; text-gray-500 x2; bg-gray-800; text-white,,structural-gray; status-info; white-black
insights-ui,analysis-template-report/page,insights-ui/src/app/admin-v1/analysis-template-report/page.tsx,16,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-400 x3; text-blue-400 x2; text-white x2; text-blue-500; bg-gray-900; border-gray-800; hover:border-blue-500; group-hover:text-blue-400; border-gray-700; group-hover:text-blue-300; bg-gray-800; text-gray-600,hover:border-blue-500,structural-gray; status-info; white-black
insights-ui,BulkActionsBar,insights-ui/src/app/admin-v1/etf-reports/BulkActionsBar.tsx,16,6,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-indigo-200 x2; bg-indigo-700/60 x2; bg-gray-700; text-gray-200; hover:bg-gray-600; bg-indigo-900/40; border-indigo-700/50; border-indigo-700/30; bg-indigo-700; text-indigo-100; bg-indigo-600; text-indigo-300; text-gray-400; hover:text-gray-200,bg-indigo-700/60 x2; bg-indigo-900/40; border-indigo-700/50; border-indigo-700/30; text-indigo-100,brand-indigo; structural-gray
insights-ui,etf-reports/page,insights-ui/src/app/admin-v1/etf-reports/page.tsx,16,0,fully migrated to theme tokens,text-gray-300 x4; border-gray-700/50 x2; hover:bg-gray-700 x2; bg-gray-800; border-gray-700/60; border-indigo-400; text-indigo-300; bg-gray-900/40; bg-gray-800/60; text-gray-400; text-white,,structural-gray; brand-indigo; white-black
insights-ui,IndustryAnalysisTree,insights-ui/src/app/admin-v1/industry-analysis-management/IndustryAnalysisTree.tsx,16,0,fully migrated to theme tokens,text-gray-400 x3; hover:text-gray-100 x2; text-gray-100 x2; text-gray-500 x2; divide-gray-800; bg-gray-500/20; hover:bg-gray-500/30; bg-gray-900/20; hover:bg-gray-900/30; text-indigo-400; text-indigo-300,,structural-gray; brand-indigo
insights-ui,CommodityCategoryPageContent,insights-ui/src/components/commodity-reports/CommodityCategoryPageContent.tsx,16,16,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-emerald-100; dark:bg-emerald-900; text-emerald-800; dark:text-emerald-300; bg-sky-100; dark:bg-sky-900; text-sky-800; dark:text-sky-300; bg-amber-100; dark:bg-amber-900; text-amber-800; dark:text-amber-300; bg-violet-100; dark:bg-violet-900; text-violet-800; dark:text-violet-300,bg-emerald-100; dark:bg-emerald-900; text-emerald-800; dark:text-emerald-300; bg-sky-100; dark:bg-sky-900; text-sky-800; dark:text-sky-300; bg-amber-100; dark:bg-amber-900; text-amber-800; dark:text-amber-300; bg-violet-100; dark:bg-violet-900; text-violet-800; dark:text-violet-300,status-success; status-info; status-warning; accent-other
insights-ui,StockMoverDetails,insights-ui/src/components/daily-stock-movers/StockMoverDetails.tsx,16,16,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-blue-100 x2; dark:bg-blue-900 x2; text-blue-800 x2; dark:text-blue-300 x2; text-green-600; dark:text-green-400; text-red-600; dark:text-red-400; bg-green-100; dark:bg-green-900; text-green-800; dark:text-green-300,bg-blue-100 x2; dark:bg-blue-900 x2; text-blue-800 x2; dark:text-blue-300 x2; text-green-600; dark:text-green-400; text-red-600; dark:text-red-400; bg-green-100; dark:bg-green-900; text-green-800; dark:text-green-300,status-info; status-success; status-danger
insights-ui,user-login,insights-ui/src/components/login/user-login.tsx,16,14,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,hover:border-indigo-500/50; focus-visible:ring-indigo-500; focus-visible:border-indigo-600; text-red-400; from-emerald-500; to-teal-600; from-blue-500; to-cyan-600; from-indigo-500; to-purple-600; border-white/30; text-white; hex:#4285f4; hex:#34a853; hex:#fbbc05; hex:#ea4335,hover:border-indigo-500/50; focus-visible:border-indigo-600; text-red-400; from-emerald-500; to-teal-600; from-blue-500; to-cyan-600; from-indigo-500; to-purple-600; border-white/30; hex:#4285f4; hex:#34a853; hex:#fbbc05; hex:#ea4335,brand-indigo; status-danger; status-success; status-info; accent-other; white-black; hex-literal
insights-ui,StockScenarioFiltersBar,insights-ui/src/components/stock-scenarios/StockScenarioFiltersBar.tsx,16,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-300 x5; text-gray-400 x5; border-[#374151] x2; text-white; bg-[#111827]; focus:border-[#F59E0B]; bg-[#1F2937],focus:border-amber-500,structural-gray; arbitrary-hex; white-black
insights-ui,Competition,insights-ui/src/components/ticker-reportsv1/Competition.tsx,16,15,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-sky-500/15 x2; border-sky-500/40 x2; text-sky-300 x2; text-amber-400 x2; bg-indigo-500/15; border-indigo-500/40; text-indigo-300; hex:#f59e0b; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185,bg-sky-500/15 x2; border-sky-500/40 x2; text-sky-300 x2; text-amber-400 x2; bg-indigo-500/15; border-indigo-500/40; hex:#f59e0b; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185,status-info; status-warning; brand-indigo; hex-literal
insights-ui,ImportStockScenariosModal,insights-ui/src/app/admin-v1/stock-scenarios/ImportStockScenariosModal.tsx,15,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-400 x3; text-gray-500 x3; text-gray-300 x2; text-red-500; border-gray-700/50; bg-gray-900/40; text-gray-200; text-white; bg-[#111827]; border-[#374151],text-red-500,structural-gray; status-danger; white-black; arbitrary-hex
insights-ui,CTASection,insights-ui/src/components/genai-simulation/CTASection.tsx,15,10,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-indigo-100 x2; text-white x2; from-indigo-600; via-purple-600; to-indigo-600; from-indigo-600/90; to-purple-600/90; text-indigo-700; hover:bg-gray-50; bg-white/10; bg-white; border-white/60; hover:bg-white/10,text-indigo-100 x2; from-indigo-600; via-purple-600; to-indigo-600; from-indigo-600/90; to-purple-600/90; bg-white/10; border-white/60; hover:bg-white/10,brand-indigo; white-black; accent-other; structural-gray
insights-ui,ToolPills,insights-ui/src/components/tariff-cross-links/ToolPills.tsx,15,14,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-indigo-500/10; text-indigo-300; ring-indigo-500/30; hover:bg-indigo-500/20; hover:text-indigo-200; bg-emerald-500/10; text-emerald-300; ring-emerald-500/30; hover:bg-emerald-500/20; hover:text-emerald-200; bg-amber-500/10; text-amber-300; ring-amber-500/30; hover:bg-amber-500/20; hover:text-amber-200,bg-indigo-500/10; text-indigo-300; ring-indigo-500/30; hover:bg-indigo-500/20; bg-emerald-500/10; text-emerald-300; ring-emerald-500/30; hover:bg-emerald-500/20; hover:text-emerald-200; bg-amber-500/10; text-amber-300; ring-amber-500/30; hover:bg-amber-500/20; hover:text-amber-200,brand-indigo; status-success; status-warning
insights-ui,[analysisTemplateReportId]/page,insights-ui/src/app/admin-v1/analysis-template-report/[analysisTemplateReportId]/page.tsx,14,0,fully migrated to theme tokens,text-blue-400 x3; text-gray-400 x3; text-white x2; hover:text-blue-300; text-gray-500; bg-gray-800; text-gray-600; bg-blue-600; hover:bg-blue-700,,status-info; structural-gray; white-black
insights-ui,EtfReportsFilters,insights-ui/src/app/admin-v1/etf-reports/EtfReportsFilters.tsx,14,0,fully migrated to theme tokens,text-gray-300 x3; bg-gray-800 x2; text-gray-200 x2; border-gray-700 x2; focus:ring-blue-500 x2; focus:border-blue-500 x2; hover:text-white,,structural-gray; status-info; white-black
insights-ui,EtfFiltersButton,insights-ui/src/components/etfs/EtfFiltersButton.tsx,14,14,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black x3; from-[#F59E0B] x2; to-[#FBBF24] x2; hover:from-[#F97316] x2; hover:to-[#F59E0B] x2; ring-[#F59E0B] x2; bg-[#F59E0B],text-black x3; from-amber-500 x2; to-amber-400 x2; hover:from-orange-500 x2; hover:to-amber-500 x2; ring-amber-500 x2; bg-amber-500,white-black; arbitrary-hex
insights-ui,FeaturesSection,insights-ui/src/components/genai-simulation/FeaturesSection.tsx,14,6,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-300 x2; text-white x2; text-indigo-400; from-blue-500; to-cyan-500; from-indigo-500; to-purple-500; from-purple-500; to-pink-500; border-gray-700; bg-gray-800/50; hover:border-gray-600,from-blue-500; to-cyan-500; from-indigo-500; to-purple-500; from-purple-500; to-pink-500,structural-gray; white-black; brand-indigo; status-info; accent-other
insights-ui,EtfReturnsVsEfficiencyQuadrant,insights-ui/src/components/visualizations/EtfReturnsVsEfficiencyQuadrant.tsx,14,9,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-500 x4; hex:#fbbf24 x2; text-gray-400; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185; hex:#f3f4f6; hex:#d1d5db; hex:#374151,hex:#fbbf24 x2; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185; hex:#f3f4f6; hex:#d1d5db; hex:#374151,structural-gray; hex-literal; hex-token-value(body); hex-token-value(surface-2 / border)
insights-ui,QualityVsValueQuadrant,insights-ui/src/components/visualizations/QualityVsValueQuadrant.tsx,14,9,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-500 x4; hex:#fbbf24 x2; text-gray-400; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185; hex:#f3f4f6; hex:#d1d5db; hex:#374151,hex:#fbbf24 x2; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185; hex:#f3f4f6; hex:#d1d5db; hex:#374151,structural-gray; hex-literal; hex-token-value(body); hex-token-value(surface-2 / border)
insights-ui,AnalysisResultsTable,insights-ui/src/components/analysis-templates/AnalysisResultsTable.tsx,13,0,fully migrated to theme tokens,text-gray-300 x3; border-gray-700 x2; text-white x2; bg-gray-900; border-gray-800; divide-gray-700; hover:bg-gray-800; text-blue-400; hover:text-blue-300,,structural-gray; white-black; status-info
